,name,steam_review_score,steam_total_positive,steam_total_negative,price_initial,steam_genres,steam_categories,total_recommendations,release_date,short_description,required_age,developers,steam_id
4165,Spaceball!,0,0,0,,"Action, Free to Play, Indie, Sports, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer",,"Aug 20, 2018","Did you ever wonder what sports would be like on the moon? This dynamic multiplayer game will have you on the edge of your seat for hours to come! Mixing elements of Rugby with the low gravity of the moon, you can work as a team to score goals against your opponents.",0,Intergalactic Education LLC,899930
4166,???????????????|Love in School,0,6,1,99,"Indie, RPG",Single-player,,"Jul 27, 2018","Campus love is not so much interest entanglement, only pure I love you and you love me. Love in School tells a short love story, simple and fresh.",0,???,899940
4167,The Greater Good,7,18,1,499,"Action, Adventure, Indie, RPG","Single-player, Full controller support",,"Oct 23, 2018","The Greater Good is a stylized homage to classic turn-based RPGs. Comes complete with an epic story, optional superbosses, world map, NEW GAME+, and more. Unique graphics and a kickin' soundtrack make it look and sound like no other game.",0,Sam Enright,899960
4168,NEKOPARA Extra,9,586,19,499,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",,"Jul 26, 2018","About half a year before the opening of the patisserie, La Soleil where the catgirls work with Kashou. Back when Chocola and Vanilla were still kittens when they first arrived at the Minaduki household and before they opened up to the other catgirls.",0,NEKO WORKs,899970
4169,Meeple Station,5,194,116,1999,"Casual, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Includes level editor",,"Apr 10, 2020",Build your way to success! Trade your way to the top! Explore your way to infamy! Do it all your way!,0,Gameclaw Studio,900010
4170,Amber's Airline - High Hopes,7,22,5,1299,"Casual, Simulation","Single-player, Steam Achievements",,"Sep 3, 2018",Fasten your seat belt and take off with Amber Hope in a new airline game!,0,"Old Skull Games, GameHouse",900050
4171,Free Throw,0,0,0,99,"Casual, Indie, Simulation, Sports",Single-player,,"Aug 20, 2018",A simple game in which you only have to click the screen with your mouse. There are several unique levels.,0,1/13s,900060
4172,Shores Unknown,6,28,8,1999,"Adventure, Indie, RPG, Strategy, Early Access","Single-player, Full controller support, Steam Cloud",,"Feb 17, 2021","A turn-based tactical RPG rendered in a rich, low-poly aesthetic. Build your own team of mercenaries, forge alliances, wage battles, and journey beyond the seething wall of fog known only as the Murk in this decision-influenced, narrative-driven adventure. What dangers await you on Shores Unknown?",0,Vallynne,899460
4173,Chook & Sosig: Walk the Plank,8,49,4,999,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud",,"Jun 17, 2019","Chook &amp; Sosig: Walk the Plank is a charming point-and-click adventure about tabletop gaming, mischievous friends, and spectral poultry.",0,TookiPalooki,899470
4174,Girls Dance,6,13,5,199,"Sexual Content, Nudity, Casual, Indie, Simulation",Single-player,,"Jul 28, 2018","Girls invite you to their world, join them and admire their beautiful movements in a dance on a spectacular stage. Unlock new dances and clothes by scoring certain amounts of points.",0,Girls Dance studio,899480
4175,Cosmi-Cave 64,0,0,0,0,"Action, Adventure, Casual, Free to Play, Indie","Single-player, Partial Controller Support",,"Aug 7, 2018","You are a subterranean ore digging cosmonaut. Dive deep into procedurally generated caves and mine rare minerals for cold, hard cash that you can spend on hot, soft jet fuel (among other things!) So spelunk, upgrade, and find the fabled Atlas Globe!",0,Hands!,899530
4176,PROTEST,5,15,12,199,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud",,"Oct 3, 2018",Long adventure of two girls in love! Cute anime girls struggle with discrimination. Only you can help save their pure love! Exciting RPG with nice anime graphics!,0,CUTE ANIME GIRLS,899540
